contexto,ordem,municipio,portal_oficial,url_informada,url_avaliada,status_validacao_browser,titulo,nota,praticas,aceitaveis,nao_aceitaveis,verificar_manual,json,pdf,erro,run_fonte,url_chave,host_chave,nota_num,avaliacao_utilizavel,tem_cloudflare,faixa_nota,tipo_entidade,municipio_chave
"mt","73","","","https://www.cotriguacu.mt.gov.br/","https://www.cotriguacu.mt.gov.br/","","Access denied | www.cotriguacu.mt.gov.br used Cloudflare to restrict access | www.cotriguacu.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.cotriguacu.mt.gov.br_073.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.cotriguacu.mt.gov.br_073.pdf","","17-04-38","cotriguacu.mt.gov.br","cotriguacu.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","cotriguacu"
"mt","74","","","https://www.cotriguacu.mt.leg.br/","https://www.cotriguacu.mt.leg.br/","","Página Inicial — Câmara Municipal de Cotriguaçu","7.2","38","369","51","17","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.cotriguacu.mt.leg.br_074.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.cotriguacu.mt.leg.br_074.pdf","","17-04-38","cotriguacu.mt.leg.br","cotriguacu.mt.leg.br","7.2","Sim","Não","7-<8","Câmara Municipal","cotriguacu"
"mt","76","","","https://www.cisvarc.com.br/","https://www.cisvarc.com.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2lzdmFyYy5jb20uYnIv"",""timestamp"":""2026-09-21T21:13:33.135Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamo","17-04-38","cisvarc.com.br","cisvarc.com.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","75","","","https://www.consorciovaledoriocuiaba.com.br","https://www.consorciovaledoriocuiaba.com.br","","Consórcio Vale do Rio Cuiabá – Consórcio Intermunicipal de Desenvolvimento Econômico e Social Vale do Rio Cuiabá","5.8","38","514","250","54","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.consorciovaledoriocuiaba.com.br_075.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.consorciovaledoriocuiaba.com.br_075.pdf","","17-04-38","consorciovaledoriocuiaba.com.br","consorciovaledoriocuiaba.com.br","5.8","Sim","Não","5-<6","Outro/Consórcio",""
"mt","77","","","https://www.consprev.com.br/","https://www.consprev.com.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY29uc3ByZXYuY29tLmJyLw%3D%3D"",""timestamp"":""2026-09-21T21:14:04.603Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/","17-04-38","consprev.com.br","consprev.com.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","78","","","https://www.defensoria.mt.def.br/dpmt/portal/","https://www.defensoria.mt.def.br/dpmt/portal/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuZGVmZW5zb3JpYS5tdC5kZWYuYnIvZHBtdC9wb3J0YWwv"",""timestamp"":""2026-09-21T21:14:06.490Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/ana","17-04-38","defensoria.mt.def.br/dpmt/portal","defensoria.mt.def.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","80","","","https://www.mti.mt.gov.br/","https://www.mti.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cubXRpLm10Lmdvdi5ici8%3D"",""timestamp"":""2026-09-21T21:14:27.577Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at runNextTicks (node:internal/process/task_queues:65:5)\n    at listOnTimeout (node:internal/time","17-04-38","mti.mt.gov.br","mti.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","mti"
"mt","71","","","https://www.conquistadoeste.mt.gov.br/","https://www.conquistadoeste.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","conquistadoeste.mt.gov.br","conquistadoeste.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","conquistadoeste"
"mt","82","","","https://www.desenvolve.mt.gov.br/","https://www.desenvolve.mt.gov.br/","","Desenvolve MT | Desenvolve MT","5.8","38","1086","83","69","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.desenvolve.mt.gov.br_082.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.desenvolve.mt.gov.br_082.pdf","","17-04-38","desenvolve.mt.gov.br","desenvolve.mt.gov.br","5.8","Sim","Não","5-<6","Prefeitura/Órgão Municipal","desenvolve"
"mt","81","","","https://www.mtpar.mt.gov.br/","https://www.mtpar.mt.gov.br/","","MTPAR | MT Participações e Projetos S.A | Avenida Dr. Hélio Ribeiro, Nº 525, Edifício Helbor Dual Business - 5º Andar. Cuiabá - Mato Grosso","7.0","47","517","48","8","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.mtpar.mt.gov.br_081.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.mtpar.mt.gov.br_081.pdf","","17-04-38","mtpar.mt.gov.br","mtpar.mt.gov.br","7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","mtpar"
"mt","83","","","https://mtgas.com.br/","https://mtgas.com.br/","","MTGÁS Companhia Mato-grossense de Gás – R. Eng. Endereço: Rua Edgar Prado Arze, 297 – Centro Político Administrativo","6.8","39","960","84","14","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_mtgas.com.br_083.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_mtgas.com.br_083.pdf","","17-04-38","mtgas.com.br","mtgas.com.br","6.8","Sim","Não","6-<7","Outro/Consórcio",""
"mt","79","","","https://www.metamat.mt.gov.br/","https://www.metamat.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","metamat.mt.gov.br","metamat.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","metamat"
"mt","85","","","https://www.cuiaba.mt.gov.br/","https://www.cuiaba.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY3VpYWJhLm10Lmdvdi5ici8%3D"",""timestamp"":""2026-09-21T21:16:18.249Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/ac","17-04-38","cuiaba.mt.gov.br","cuiaba.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","cuiaba"
"mt","86","","","https://www.tjmt.jus.br/","https://www.tjmt.jus.br/","","Site em manutenção — TJMT","8.4","20","32","3","1","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.tjmt.jus.br_086.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.tjmt.jus.br_086.pdf","","17-04-38","tjmt.jus.br","tjmt.jus.br","8.4","Sim","Não","8-<9","Outro/Consórcio",""
"mt","87","","","https://www.al.mt.gov.br/","https://www.al.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuYWwubXQuZ292LmJyLw%3D%3D"",""timestamp"":""2026-09-21T21:16:49.850Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/aces","17-04-38","al.mt.gov.br","al.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","al"
"mt","89","","","https://www.mpmt.mp.br/","https://www.mpmt.mp.br/","","Ministério Público do Estado de Mato Grosso","5.6","40","100","218","18","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.mpmt.mp.br_089.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.mpmt.mp.br_089.pdf","","17-04-38","mpmt.mp.br","mpmt.mp.br","5.6","Sim","Não","5-<6","Outro/Consórcio",""
"mt","84","","","https://portal.mt.gov.br/","https://portal.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","portal.mt.gov.br","portal.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","portal"
"mt","91","","","https://www.curvelandia.mt.gov.br/","https://www.curvelandia.mt.gov.br/","","Access denied | www.curvelandia.mt.gov.br used Cloudflare to restrict access | www.curvelandia.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.curvelandia.mt.gov.br_091.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.curvelandia.mt.gov.br_091.pdf","","17-04-38","curvelandia.mt.gov.br","curvelandia.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","curvelandia"
"mt","92","","","https://curvelandia.mt.leg.br/","https://curvelandia.mt.leg.br/","","Access denied | curvelandia.mt.leg.br used Cloudflare to restrict access | curvelandia.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_curvelandia.mt.leg.br_092.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_curvelandia.mt.leg.br_092.pdf","","17-04-38","curvelandia.mt.leg.br","curvelandia.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","curvelandia"
"mt","88","","","https://www.camaracuiaba.mt.gov.br/","https://www.camaracuiaba.mt.gov.br/","","Câmara Municipal de Cuiabá","9.7","36","903","20","122","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaracuiaba.mt.gov.br_088.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaracuiaba.mt.gov.br_088.pdf","","17-04-38","camaracuiaba.mt.gov.br","camaracuiaba.mt.gov.br","9.7","Sim","Não","9-10","Prefeitura/Órgão Municipal","camaracuiaba"
"mt","94","","","https://www.caceres.mt.leg.br/","https://www.caceres.mt.leg.br/","","Página Inicial — Câmara Municipal de Cáceres","7.5","44","379","45","18","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.caceres.mt.leg.br_094.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.caceres.mt.leg.br_094.pdf","","17-04-38","caceres.mt.leg.br","caceres.mt.leg.br","7.5","Sim","Não","7-<8","Câmara Municipal","caceres"
"mt","95","","","https://www.denise.mt.gov.br/","https://www.denise.mt.gov.br/","","Access denied | www.denise.mt.gov.br used Cloudflare to restrict access | www.denise.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.denise.mt.gov.br_095.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.denise.mt.gov.br_095.pdf","","17-04-38","denise.mt.gov.br","denise.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","denise"
"mt","96","","","https://www.denise.mt.leg.br/","https://www.denise.mt.leg.br/","","Câmara Municipal de Denise","5.9","31","94","95","17","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.denise.mt.leg.br_096.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.denise.mt.leg.br_096.pdf","","17-04-38","denise.mt.leg.br","denise.mt.leg.br","5.9","Sim","Não","5-<6","Câmara Municipal","denise"
"mt","93","","","https://www.caceres.mt.gov.br/","https://www.caceres.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2FjZXJlcy5tdC5nb3YuYnIv"",""timestamp"":""2026-09-21T21:18:29.335Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/aces","17-04-38","caceres.mt.gov.br","caceres.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","caceres"
"mt","97","","","https://www.ciscn.com.br/#/home","https://www.ciscn.com.br/#/home","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2lzY24uY29tLmJyLyMvaG9tZQ%3D%3D"",""timestamp"":""2026-09-21T21:18:56.202Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_E","17-04-38","ciscn.com.br/#/home","ciscn.com.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","99","","","https://www.diamantino.mt.leg.br/","https://www.diamantino.mt.leg.br/","","Página Inicial — Câmara Municipal de Diamantino","7.1","40","348","55","22","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.diamantino.mt.leg.br_099.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.diamantino.mt.leg.br_099.pdf","","17-04-38","diamantino.mt.leg.br","diamantino.mt.leg.br","7.1","Sim","Não","7-<8","Câmara Municipal","diamantino"
"mt","90","","","https://www.tce.mt.gov.br/","https://www.tce.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","tce.mt.gov.br","tce.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","tce"
"mt","98","","","https://www.diamantino.mt.gov.br/","https://www.diamantino.mt.gov.br/","","Página Principal - Prefeitura de Diamantino","6.7","35","274","97","28","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.diamantino.mt.gov.br_098.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.diamantino.mt.gov.br_098.pdf","","17-04-38","diamantino.mt.gov.br","diamantino.mt.gov.br","6.7","Sim","Não","6-<7","Prefeitura/Órgão Municipal","diamantino"
"mt","100","","","https://www.domaquino.mt.gov.br/","https://www.domaquino.mt.gov.br/","","Prefeitura Municipal de Dom Aquino","6.0","36","211","59","11","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.domaquino.mt.gov.br_100.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.domaquino.mt.gov.br_100.pdf","","17-04-38","domaquino.mt.gov.br","domaquino.mt.gov.br","6","Sim","Não","6-<7","Prefeitura/Órgão Municipal","domaquino"
"mt","103","","","https://www.feliznatal.mt.leg.br/","https://www.feliznatal.mt.leg.br/","","Home — Câmara Municipal de Feliz Natal","7.2","35","246","70","28","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.feliznatal.mt.leg.br_103.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.feliznatal.mt.leg.br_103.pdf","","17-04-38","feliznatal.mt.leg.br","feliznatal.mt.leg.br","7.2","Sim","Não","7-<8","Câmara Municipal","feliznatal"
"mt","104","","","https://figueiropolisdoeste.mt.gov.br/","https://figueiropolisdoeste.mt.gov.br/","","Prefeitura Municipal de Figueirópolis d' Oeste-MT","5.6","36","224","302","36","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_figueiropolisdoeste.mt.gov.br_104.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_figueiropolisdoeste.mt.gov.br_104.pdf","","17-04-38","figueiropolisdoeste.mt.gov.br","figueiropolisdoeste.mt.gov.br","5.6","Sim","Não","5-<6","Prefeitura/Órgão Municipal","figueiropolisdoeste"
"mt","105","","","https://figueiropolisdoeste.mt.leg.br/","https://figueiropolisdoeste.mt.leg.br/","","Access denied | figueiropolisdoeste.mt.leg.br used Cloudflare to restrict access | figueiropolisdoeste.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_figueiropolisdoeste.mt.leg.br_105.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_figueiropolisdoeste.mt.leg.br_105.pdf","","17-04-38","figueiropolisdoeste.mt.leg.br","figueiropolisdoeste.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","figueiropolisdoeste"
"mt","102","","","https://www.feliznatal.mt.gov.br/home","https://www.feliznatal.mt.gov.br/home","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuZmVsaXpuYXRhbC5tdC5nb3YuYnIvaG9tZQ%3D%3D"",""timestamp"":""2026-09-21T21:19:42.825Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize","17-04-38","feliznatal.mt.gov.br/home","feliznatal.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","feliznatal"
"mt","106","","","https://www.gauchadonorte.mt.gov.br/","https://www.gauchadonorte.mt.gov.br/","","Prefeitura Municipal de Gaúcha do Norte MT","6.8","35","310","174","33","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gauchadonorte.mt.gov.br_106.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gauchadonorte.mt.gov.br_106.pdf","","17-04-38","gauchadonorte.mt.gov.br","gauchadonorte.mt.gov.br","6.8","Sim","Não","6-<7","Prefeitura/Órgão Municipal","gauchadonorte"
"mt","107","","","https://www.gauchadonorte.mt.leg.br/","https://www.gauchadonorte.mt.leg.br/","","Câmara de Vereadores de Gaúcha do Norte","7.2","36","184","143","25","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gauchadonorte.mt.leg.br_107.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gauchadonorte.mt.leg.br_107.pdf","","17-04-38","gauchadonorte.mt.leg.br","gauchadonorte.mt.leg.br","7.2","Sim","Não","7-<8","Câmara Municipal","gauchadonorte"
"mt","108","","","https://www.generalcarneiro.mt.gov.br/","https://www.generalcarneiro.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuZ2VuZXJhbGNhcm5laXJvLm10Lmdvdi5ici8%3D"",""timestamp"":""2026-09-21T21:19:59.057Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_s","17-04-38","generalcarneiro.mt.gov.br","generalcarneiro.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","generalcarneiro"
"mt","110","","","https://www.gloriadoeste.mt.gov.br/","https://www.gloriadoeste.mt.gov.br/","","Access denied | www.gloriadoeste.mt.gov.br used Cloudflare to restrict access | www.gloriadoeste.mt.gov.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gloriadoeste.mt.gov.br_110.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gloriadoeste.mt.gov.br_110.pdf","","17-04-38","gloriadoeste.mt.gov.br","gloriadoeste.mt.gov.br","8.7","Não","Sim","8-<9","Prefeitura/Órgão Municipal","gloriadoeste"
"mt","111","","","https://www.gloriadoeste.mt.leg.br/","https://www.gloriadoeste.mt.leg.br/","","Access denied | www.gloriadoeste.mt.leg.br used Cloudflare to restrict access | www.gloriadoeste.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gloriadoeste.mt.leg.br_111.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gloriadoeste.mt.leg.br_111.pdf","","17-04-38","gloriadoeste.mt.leg.br","gloriadoeste.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","gloriadoeste"
"mt","101","","","https://domaquino.oxy.elotech.com.br/portaltransparencia/3/","https://domaquino.oxy.elotech.com.br/portaltransparencia/3/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","domaquino.oxy.elotech.com.br/portaltransparencia/3","domaquino.oxy.elotech.com.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","113","","","https://camaraguarantadonorte.mt.gov.br","https://camaraguarantadonorte.mt.gov.br","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jYW1hcmFndWFyYW50YWRvbm9ydGUubXQuZ292LmJy"",""timestamp"":""2026-09-21T21:21:27.208Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sit","17-04-38","camaraguarantadonorte.mt.gov.br","camaraguarantadonorte.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camaraguarantadonorte"
"mt","109","","","http://www.camarageneralcarneiro.mt.gov.br/","http://www.camarageneralcarneiro.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","camarageneralcarneiro.mt.gov.br","camarageneralcarneiro.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camarageneralcarneiro"
